question_id,method,itq_seed,N_archive,min_hamming_distance,candidates_at_min_distance,top3_boundary_distance,candidates_at_top3_boundary_distance,slots_remaining_at_boundary,top3_boundary_tie,boundary_tie_size_median,boundary_tie_size_p90,boundary_tie_size_max
8a2466db,ITQ96_CENTERED,303.0,508,26.0,1.0,28.0,2.0,2.0,0.0,,,
8a2466db,ITQ96_CENTERED,404.0,508,27.0,1.0,28.0,3.0,2.0,1.0,,,
8a2466db,ITQ96_CENTERED,505.0,508,27.0,1.0,28.0,3.0,2.0,1.0,,,
8aef76bc,SIGN96_CENTERED,,492,12.0,1.0,17.0,1.0,1.0,0.0,,,
8aef76bc,ITQ96_CENTERED,101.0,492,4.0,1.0,6.0,1.0,1.0,0.0,,,
8aef76bc,ITQ96_CENTERED,202.0,492,0.0,1.0,2.0,1.0,1.0,0.0,,,
8aef76bc,ITQ96_CENTERED,303.0,492,1.0,2.0,5.0,1.0,1.0,0.0,,,
8aef76bc,ITQ96_CENTERED,404.0,492,3.0,1.0,5.0,1.0,1.0,0.0,,,
8aef76bc,ITQ96_CENTERED,505.0,492,2.0,1.0,7.0,1.0,1.0,0.0,,,
8b9d4367,SIGN96_CENTERED,,537,15.0,1.0,22.0,1.0,1.0,0.0,,,
8b9d4367,ITQ96_CENTERED,101.0,537,5.0,2.0,6.0,1.0,1.0,0.0,,,
8b9d4367,ITQ96_CENTERED,202.0,537,7.0,4.0,7.0,4.0,3.0,1.0,,,
8b9d4367,ITQ96_CENTERED,303.0,537,2.0,2.0,6.0,1.0,1.0,0.0,,,
8b9d4367,ITQ96_CENTERED,404.0,537,3.0,1.0,4.0,3.0,2.0,1.0,,,
8b9d4367,ITQ96_CENTERED,505.0,537,3.0,3.0,3.0,3.0,3.0,0.0,,,
8c18457d,SIGN96_CENTERED,,434,30.0,3.0,30.0,3.0,3.0,0.0,,,
8c18457d,ITQ96_CENTERED,101.0,434,15.0,1.0,20.0,2.0,1.0,1.0,,,
8c18457d,ITQ96_CENTERED,202.0,434,14.0,1.0,17.0,2.0,2.0,0.0,,,
8c18457d,ITQ96_CENTERED,303.0,434,16.0,1.0,22.0,3.0,1.0,1.0,,,
8c18457d,ITQ96_CENTERED,404.0,434,18.0,2.0,19.0,2.0,1.0,1.0,,,
8c18457d,ITQ96_CENTERED,505.0,434,14.0,1.0,15.0,2.0,2.0,0.0,,,
8cf4d046,SIGN96_CENTERED,,468,10.0,1.0,24.0,1.0,1.0,0.0,,,
8cf4d046,ITQ96_CENTERED,101.0,468,11.0,1.0,13.0,2.0,2.0,0.0,,,
8cf4d046,ITQ96_CENTERED,202.0,468,6.0,1.0,11.0,1.0,1.0,0.0,,,
8cf4d046,ITQ96_CENTERED,303.0,468,11.0,2.0,15.0,2.0,1.0,1.0,,,
8cf4d046,ITQ96_CENTERED,404.0,468,12.0,1.0,17.0,2.0,2.0,0.0,,,
8cf4d046,ITQ96_CENTERED,505.0,468,12.0,1.0,15.0,1.0,1.0,0.0,,,
8cf51dda,SIGN96_CENTERED,,454,14.0,1.0,34.0,1.0,1.0,0.0,,,
8cf51dda,ITQ96_CENTERED,101.0,454,8.0,1.0,26.0,1.0,1.0,0.0,,,
8cf51dda,ITQ96_CENTERED,202.0,454,7.0,1.0,26.0,1.0,1.0,0.0,,,
8cf51dda,ITQ96_CENTERED,303.0,454,11.0,2.0,28.0,2.0,1.0,1.0,,,
8cf51dda,ITQ96_CENTERED,404.0,454,5.0,1.0,27.0,1.0,1.0,0.0,,,
8cf51dda,ITQ96_CENTERED,505.0,454,7.0,1.0,29.0,4.0,1.0,1.0,,,
8e91e7d9,SIGN96_CENTERED,,498,22.0,1.0,29.0,1.0,1.0,0.0,,,
8e91e7d9,ITQ96_CENTERED,101.0,498,24.0,3.0,24.0,3.0,3.0,0.0,,,
8e91e7d9,ITQ96_CENTERED,202.0,498,23.0,2.0,25.0,2.0,1.0,1.0,,,
8e91e7d9,ITQ96_CENTERED,303.0,498,22.0,4.0,22.0,4.0,3.0,1.0,,,
8e91e7d9,ITQ96_CENTERED,404.0,498,21.0,1.0,25.0,2.0,1.0,1.0,,,
8e91e7d9,ITQ96_CENTERED,505.0,498,22.0,8.0,22.0,8.0,3.0,1.0,,,
8e9d538c,SIGN96_CENTERED,,486,18.0,2.0,21.0,1.0,1.0,0.0,,,
8e9d538c,ITQ96_CENTERED,101.0,486,3.0,1.0,4.0,3.0,2.0,1.0,,,
8e9d538c,ITQ96_CENTERED,202.0,486,1.0,1.0,3.0,1.0,1.0,0.0,,,
8e9d538c,ITQ96_CENTERED,303.0,486,3.0,1.0,4.0,3.0,2.0,1.0,,,
8e9d538c,ITQ96_CENTERED,404.0,486,2.0,1.0,4.0,2.0,1.0,1.0,,,
8e9d538c,ITQ96_CENTERED,505.0,486,1.0,1.0,2.0,3.0,2.0,1.0,,,
8ebdbe50,SIGN96_CENTERED,,487,22.0,1.0,29.0,1.0,1.0,0.0,,,
8ebdbe50,ITQ96_CENTERED,101.0,487,21.0,1.0,22.0,3.0,2.0,1.0,,,
8ebdbe50,ITQ96_CENTERED,202.0,487,20.0,2.0,22.0,1.0,1.0,0.0,,,
8ebdbe50,ITQ96_CENTERED,303.0,487,21.0,2.0,22.0,1.0,1.0,0.0,,,
8ebdbe50,ITQ96_CENTERED,404.0,487,25.0,1.0,26.0,2.0,2.0,0.0,,,
8ebdbe50,ITQ96_CENTERED,505.0,487,20.0,2.0,22.0,1.0,1.0,0.0,,,
8fb83627,SIGN96_CENTERED,,485,11.0,1.0,20.0,2.0,2.0,0.0,,,
8fb83627,ITQ96_CENTERED,101.0,485,10.0,1.0,15.0,2.0,1.0,1.0,,,
8fb83627,ITQ96_CENTERED,202.0,485,9.0,1.0,16.0,2.0,1.0,1.0,,,
8fb83627,ITQ96_CENTERED,303.0,485,6.0,1.0,11.0,1.0,1.0,0.0,,,
8fb83627,ITQ96_CENTERED,404.0,485,6.0,1.0,10.0,1.0,1.0,0.0,,,
8fb83627,ITQ96_CENTERED,505.0,485,9.0,1.0,14.0,1.0,1.0,0.0,,,
91b15a6e,SIGN96_CENTERED,,489,23.0,1.0,26.0,1.0,1.0,0.0,,,
91b15a6e,ITQ96_CENTERED,101.0,489,12.0,3.0,12.0,3.0,3.0,0.0,,,
91b15a6e,ITQ96_CENTERED,202.0,489,12.0,2.0,14.0,1.0,1.0,0.0,,,
91b15a6e,ITQ96_CENTERED,303.0,489,13.0,1.0,14.0,3.0,2.0,1.0,,,
91b15a6e,ITQ96_CENTERED,404.0,489,10.0,1.0,14.0,1.0,1.0,0.0,,,
91b15a6e,ITQ96_CENTERED,505.0,489,8.0,1.0,14.0,1.0,1.0,0.0,,,
92a0aa75,SIGN96_CENTERED,,455,30.0,1.0,34.0,1.0,1.0,0.0,,,
92a0aa75,ITQ96_CENTERED,101.0,455,24.0,1.0,26.0,1.0,1.0,0.0,,,
92a0aa75,ITQ96_CENTERED,202.0,455,28.0,2.0,30.0,1.0,1.0,0.0,,,
92a0aa75,ITQ96_CENTERED,303.0,455,31.0,3.0,31.0,3.0,3.0,0.0,,,
92a0aa75,ITQ96_CENTERED,404.0,455,28.0,3.0,28.0,3.0,3.0,0.0,,,
92a0aa75,ITQ96_CENTERED,505.0,455,24.0,1.0,27.0,2.0,2.0,0.0,,,
945e3d21,SIGN96_CENTERED,,489,31.0,1.0,35.0,6.0,1.0,1.0,,,
945e3d21,ITQ96_CENTERED,101.0,489,21.0,1.0,22.0,2.0,2.0,0.0,,,
945e3d21,ITQ96_CENTERED,202.0,489,22.0,1.0,24.0,2.0,2.0,0.0,,,
945e3d21,ITQ96_CENTERED,303.0,489,24.0,4.0,24.0,4.0,3.0,1.0,,,
945e3d21,ITQ96_CENTERED,404.0,489,20.0,2.0,21.0,1.0,1.0,0.0,,,
945e3d21,ITQ96_CENTERED,505.0,489,21.0,1.0,22.0,2.0,2.0,0.0,,,
94f70d80,SIGN96_CENTERED,,510,16.0,1.0,26.0,1.0,1.0,0.0,,,
94f70d80,ITQ96_CENTERED,101.0,510,13.0,1.0,17.0,3.0,1.0,1.0,,,
94f70d80,ITQ96_CENTERED,202.0,510,13.0,2.0,14.0,2.0,1.0,1.0,,,
94f70d80,ITQ96_CENTERED,303.0,510,18.0,1.0,19.0,2.0,2.0,0.0,,,
94f70d80,ITQ96_CENTERED,404.0,510,16.0,1.0,17.0,3.0,2.0,1.0,,,
94f70d80,ITQ96_CENTERED,505.0,510,17.0,1.0,19.0,3.0,1.0,1.0,,,
95228167,SIGN96_CENTERED,,507,28.0,1.0,32.0,1.0,1.0,0.0,,,
95228167,ITQ96_CENTERED,101.0,507,28.0,1.0,29.0,2.0,2.0,0.0,,,
95228167,ITQ96_CENTERED,202.0,507,22.0,1.0,29.0,2.0,2.0,0.0,,,
95228167,ITQ96_CENTERED,303.0,507,30.0,1.0,31.0,4.0,2.0,1.0,,,
95228167,ITQ96_CENTERED,404.0,507,29.0,2.0,31.0,2.0,1.0,1.0,,,
95228167,ITQ96_CENTERED,505.0,507,29.0,1.0,31.0,1.0,1.0,0.0,,,
95bcc1c8,SIGN96_CENTERED,,487,19.0,1.0,24.0,1.0,1.0,0.0,,,
95bcc1c8,ITQ96_CENTERED,101.0,487,13.0,1.0,16.0,5.0,1.0,1.0,,,
95bcc1c8,ITQ96_CENTERED,202.0,487,12.0,1.0,13.0,2.0,2.0,0.0,,,
95bcc1c8,ITQ96_CENTERED,303.0,487,11.0,1.0,13.0,2.0,2.0,0.0,,,
95bcc1c8,ITQ96_CENTERED,404.0,487,13.0,3.0,13.0,3.0,3.0,0.0,,,
95bcc1c8,ITQ96_CENTERED,505.0,487,12.0,1.0,14.0,4.0,1.0,1.0,,,
982b5123,SIGN96_CENTERED,,473,28.0,1.0,31.0,1.0,1.0,0.0,,,
982b5123,ITQ96_CENTERED,101.0,473,12.0,1.0,17.0,2.0,1.0,1.0,,,
982b5123,ITQ96_CENTERED,202.0,473,10.0,2.0,14.0,1.0,1.0,0.0,,,
982b5123,ITQ96_CENTERED,303.0,473,13.0,1.0,17.0,1.0,1.0,0.0,,,
982b5123,ITQ96_CENTERED,404.0,473,14.0,1.0,15.0,2.0,2.0,0.0,,,
982b5123,ITQ96_CENTERED,505.0,473,12.0,1.0,15.0,1.0,1.0,0.0,,,
993da5e2,SIGN96_CENTERED,,486,21.0,1.0,24.0,1.0,1.0,0.0,,,
993da5e2,ITQ96_CENTERED,101.0,486,13.0,3.0,13.0,3.0,3.0,0.0,,,
993da5e2,ITQ96_CENTERED,202.0,486,12.0,1.0,14.0,2.0,2.0,0.0,,,
993da5e2,ITQ96_CENTERED,303.0,486,12.0,1.0,18.0,1.0,1.0,0.0,,,
993da5e2,ITQ96_CENTERED,404.0,486,15.0,1.0,16.0,2.0,2.0,0.0,,,
993da5e2,ITQ96_CENTERED,505.0,486,13.0,1.0,14.0,2.0,2.0,0.0,,,
9a707b81,SIGN96_CENTERED,,530,31.0,1.0,35.0,2.0,2.0,0.0,,,
9a707b81,ITQ96_CENTERED,101.0,530,18.0,1.0,20.0,2.0,1.0,1.0,,,
9a707b81,ITQ96_CENTERED,202.0,530,20.0,1.0,22.0,1.0,1.0,0.0,,,
9a707b81,ITQ96_CENTERED,303.0,530,13.0,1.0,16.0,1.0,1.0,0.0,,,
9a707b81,ITQ96_CENTERED,404.0,530,22.0,2.0,23.0,1.0,1.0,0.0,,,
9a707b81,ITQ96_CENTERED,505.0,530,24.0,2.0,25.0,1.0,1.0,0.0,,,
9a707b82,SIGN96_CENTERED,,532,28.0,1.0,32.0,1.0,1.0,0.0,,,
9a707b82,ITQ96_CENTERED,101.0,532,26.0,1.0,27.0,3.0,2.0,1.0,,,
9a707b82,ITQ96_CENTERED,202.0,532,20.0,1.0,24.0,1.0,1.0,0.0,,,
9a707b82,ITQ96_CENTERED,303.0,532,23.0,1.0,28.0,2.0,1.0,1.0,,,
9a707b82,ITQ96_CENTERED,404.0,532,23.0,1.0,28.0,4.0,1.0,1.0,,,
9a707b82,ITQ96_CENTERED,505.0,532,27.0,1.0,28.0,2.0,2.0,0.0,,,
9aaed6a3,SIGN96_CENTERED,,541,17.0,1.0,27.0,1.0,1.0,0.0,,,
9aaed6a3,ITQ96_CENTERED,101.0,541,14.0,2.0,20.0,2.0,1.0,1.0,,,
9aaed6a3,ITQ96_CENTERED,202.0,541,14.0,1.0,20.0,4.0,1.0,1.0,,,
9aaed6a3,ITQ96_CENTERED,303.0,541,15.0,2.0,16.0,1.0,1.0,0.0,,,
9aaed6a3,ITQ96_CENTERED,404.0,541,18.0,1.0,19.0,2.0,2.0,0.0,,,
9aaed6a3,ITQ96_CENTERED,505.0,541,19.0,1.0,22.0,2.0,1.0,1.0,,,
9bbe84a2,SIGN96_CENTERED,,459,28.0,1.0,33.0,2.0,2.0,0.0,,,
9bbe84a2,ITQ96_CENTERED,101.0,459,12.0,1.0,15.0,2.0,2.0,0.0,,,
9bbe84a2,ITQ96_CENTERED,202.0,459,14.0,1.0,16.0,2.0,2.0,0.0,,,
9bbe84a2,ITQ96_CENTERED,303.0,459,17.0,4.0,17.0,4.0,3.0,1.0,,,
9bbe84a2,ITQ96_CENTERED,404.0,459,13.0,1.0,17.0,2.0,1.0,1.0,,,
9bbe84a2,ITQ96_CENTERED,505.0,459,15.0,2.0,16.0,2.0,1.0,1.0,,,
9d25d4e0,SIGN96_CENTERED,,493,29.0,1.0,33.0,2.0,1.0,1.0,,,
9d25d4e0,ITQ96_CENTERED,101.0,493,16.0,2.0,17.0,1.0,1.0,0.0,,,
9d25d4e0,ITQ96_CENTERED,202.0,493,16.0,1.0,19.0,2.0,2.0,0.0,,,
9d25d4e0,ITQ96_CENTERED,303.0,493,12.0,3.0,12.0,3.0,3.0,0.0,,,
9d25d4e0,ITQ96_CENTERED,404.0,493,11.0,1.0,15.0,3.0,2.0,1.0,,,
9d25d4e0,ITQ96_CENTERED,505.0,493,10.0,1.0,13.0,2.0,2.0,0.0,,,
9ea5eabc,SIGN96_CENTERED,,537,27.0,3.0,27.0,3.0,3.0,0.0,,,
9ea5eabc,ITQ96_CENTERED,101.0,537,11.0,1.0,12.0,3.0,2.0,1.0,,,
9ea5eabc,ITQ96_CENTERED,202.0,537,11.0,1.0,14.0,2.0,2.0,0.0,,,
9ea5eabc,ITQ96_CENTERED,303.0,537,14.0,1.0,17.0,2.0,1.0,1.0,,,
9ea5eabc,ITQ96_CENTERED,404.0,537,10.0,1.0,11.0,2.0,2.0,0.0,,,
9ea5eabc,ITQ96_CENTERED,505.0,537,9.0,1.0,14.0,1.0,1.0,0.0,,,
9ee3ecd6,SIGN96_CENTERED,,476,12.0,1.0,14.0,1.0,1.0,0.0,,,
9ee3ecd6,ITQ96_CENTERED,101.0,476,4.0,1.0,6.0,1.0,1.0,0.0,,,
9ee3ecd6,ITQ96_CENTERED,202.0,476,5.0,1.0,8.0,2.0,1.0,1.0,,,
9ee3ecd6,ITQ96_CENTERED,303.0,476,7.0,2.0,8.0,1.0,1.0,0.0,,,
9ee3ecd6,ITQ96_CENTERED,404.0,476,7.0,1.0,9.0,1.0,1.0,0.0,,,
9ee3ecd6,ITQ96_CENTERED,505.0,476,5.0,1.0,7.0,1.0,1.0,0.0,,,
a06e4cfe,SIGN96_CENTERED,,534,15.0,1.0,19.0,2.0,1.0,1.0,,,
a06e4cfe,ITQ96_CENTERED,101.0,534,5.0,1.0,8.0,1.0,1.0,0.0,,,
a06e4cfe,ITQ96_CENTERED,202.0,534,6.0,1.0,8.0,2.0,1.0,1.0,,,
a06e4cfe,ITQ96_CENTERED,303.0,534,7.0,3.0,7.0,3.0,3.0,0.0,,,
a06e4cfe,ITQ96_CENTERED,404.0,534,3.0,1.0,7.0,1.0,1.0,0.0,,,
a06e4cfe,ITQ96_CENTERED,505.0,534,3.0,1.0,7.0,1.0,1.0,0.0,,,
a08a253f,SIGN96_CENTERED,,560,12.0,1.0,22.0,1.0,1.0,0.0,,,
a08a253f,ITQ96_CENTERED,101.0,560,5.0,1.0,8.0,1.0,1.0,0.0,,,
a08a253f,ITQ96_CENTERED,202.0,560,10.0,2.0,11.0,4.0,1.0,1.0,,,
a08a253f,ITQ96_CENTERED,303.0,560,8.0,1.0,10.0,1.0,1.0,0.0,,,
a08a253f,ITQ96_CENTERED,404.0,560,3.0,1.0,8.0,1.0,1.0,0.0,,,
a08a253f,ITQ96_CENTERED,505.0,560,7.0,1.0,8.0,2.0,2.0,0.0,,,
a11281a2,SIGN96_CENTERED,,457,30.0,2.0,31.0,1.0,1.0,0.0,,,
a11281a2,ITQ96_CENTERED,101.0,457,9.0,1.0,14.0,1.0,1.0,0.0,,,
a11281a2,ITQ96_CENTERED,202.0,457,15.0,1.0,19.0,5.0,1.0,1.0,,,
a11281a2,ITQ96_CENTERED,303.0,457,10.0,2.0,11.0,2.0,1.0,1.0,,,
a11281a2,ITQ96_CENTERED,404.0,457,14.0,1.0,17.0,3.0,2.0,1.0,,,
a11281a2,ITQ96_CENTERED,505.0,457,15.0,1.0,16.0,4.0,2.0,1.0,,,
a1cc6108,SIGN96_CENTERED,,492,23.0,2.0,24.0,1.0,1.0,0.0,,,
a1cc6108,ITQ96_CENTERED,101.0,492,19.0,1.0,24.0,2.0,1.0,1.0,,,
a1cc6108,ITQ96_CENTERED,202.0,492,17.0,1.0,20.0,3.0,2.0,1.0,,,
a1cc6108,ITQ96_CENTERED,303.0,492,17.0,1.0,22.0,1.0,1.0,0.0,,,
a1cc6108,ITQ96_CENTERED,404.0,492,20.0,1.0,23.0,2.0,1.0,1.0,,,
a1cc6108,ITQ96_CENTERED,505.0,492,24.0,1.0,25.0,2.0,2.0,0.0,,,
a1eacc2a,SIGN96_CENTERED,,474,21.0,1.0,25.0,1.0,1.0,0.0,,,
a1eacc2a,ITQ96_CENTERED,101.0,474,14.0,1.0,19.0,3.0,1.0,1.0,,,
a1eacc2a,ITQ96_CENTERED,202.0,474,16.0,1.0,19.0,1.0,1.0,0.0,,,
a1eacc2a,ITQ96_CENTERED,303.0,474,15.0,1.0,17.0,1.0,1.0,0.0,,,
a1eacc2a,ITQ96_CENTERED,404.0,474,17.0,1.0,21.0,2.0,2.0,0.0,,,
a1eacc2a,ITQ96_CENTERED,505.0,474,14.0,1.0,16.0,1.0,1.0,0.0,,,
a2f3aa27,SIGN96_CENTERED,,448,24.0,1.0,30.0,2.0,1.0,1.0,,,
a2f3aa27,ITQ96_CENTERED,101.0,448,10.0,1.0,16.0,2.0,1.0,1.0,,,
a2f3aa27,ITQ96_CENTERED,202.0,448,11.0,1.0,15.0,3.0,2.0,1.0,,,
a2f3aa27,ITQ96_CENTERED,303.0,448,5.0,1.0,8.0,1.0,1.0,0.0,,,
a2f3aa27,ITQ96_CENTERED,404.0,448,13.0,4.0,13.0,4.0,3.0,1.0,,,
a2f3aa27,ITQ96_CENTERED,505.0,448,10.0,1.0,11.0,4.0,2.0,1.0,,,
a3045048,SIGN96_CENTERED,,584,12.0,1.0,25.0,2.0,1.0,1.0,,,
a3045048,ITQ96_CENTERED,101.0,584,10.0,1.0,15.0,2.0,2.0,0.0,,,
a3045048,ITQ96_CENTERED,202.0,584,9.0,1.0,14.0,1.0,1.0,0.0,,,
a3045048,ITQ96_CENTERED,303.0,584,8.0,1.0,12.0,1.0,1.0,0.0,,,
a3045048,ITQ96_CENTERED,404.0,584,13.0,1.0,16.0,1.0,1.0,0.0,,,
a3045048,ITQ96_CENTERED,505.0,584,9.0,1.0,13.0,1.0,1.0,0.0,,,
a3332713,SIGN96_CENTERED,,467,14.0,2.0,15.0,1.0,1.0,0.0,,,
a3332713,ITQ96_CENTERED,101.0,467,7.0,1.0,8.0,2.0,2.0,0.0,,,
a3332713,ITQ96_CENTERED,202.0,467,2.0,1.0,7.0,1.0,1.0,0.0,,,
a3332713,ITQ96_CENTERED,303.0,467,4.0,1.0,5.0,2.0,2.0,0.0,,,
a3332713,ITQ96_CENTERED,404.0,467,5.0,1.0,8.0,2.0,1.0,1.0,,,
a3332713,ITQ96_CENTERED,505.0,467,2.0,1.0,4.0,3.0,2.0,1.0,,,
a346bb18,SIGN96_CENTERED,,478,29.0,1.0,32.0,1.0,1.0,0.0,,,
a346bb18,ITQ96_CENTERED,101.0,478,13.0,1.0,15.0,2.0,1.0,1.0,,,
a346bb18,ITQ96_CENTERED,202.0,478,14.0,2.0,17.0,2.0,1.0,1.0,,,
a346bb18,ITQ96_CENTERED,303.0,478,12.0,2.0,14.0,1.0,1.0,0.0,,,
a346bb18,ITQ96_CENTERED,404.0,478,16.0,1.0,18.0,2.0,2.0,0.0,,,
a346bb18,ITQ96_CENTERED,505.0,478,12.0,1.0,15.0,1.0,1.0,0.0,,,
a3838d2b,SIGN96_CENTERED,,484,24.0,1.0,26.0,1.0,1.0,0.0,,,
a3838d2b,ITQ96_CENTERED,101.0,484,6.0,3.0,6.0,3.0,3.0,0.0,,,
a3838d2b,ITQ96_CENTERED,202.0,484,4.0,1.0,8.0,3.0,2.0,1.0,,,
a3838d2b,ITQ96_CENTERED,303.0,484,1.0,1.0,5.0,1.0,1.0,0.0,,,
a3838d2b,ITQ96_CENTERED,404.0,484,4.0,1.0,7.0,2.0,2.0,0.0,,,
a3838d2b,ITQ96_CENTERED,505.0,484,4.0,1.0,8.0,2.0,1.0,1.0,,,
a40e080f,SIGN96_CENTERED,,529,20.0,1.0,25.0,3.0,1.0,1.0,,,
a40e080f,ITQ96_CENTERED,101.0,529,1.0,4.0,1.0,4.0,3.0,1.0,,,
a40e080f,ITQ96_CENTERED,202.0,529,0.0,2.0,1.0,2.0,1.0,1.0,,,
a40e080f,ITQ96_CENTERED,303.0,529,0.0,2.0,1.0,4.0,1.0,1.0,,,
a40e080f,ITQ96_CENTERED,404.0,529,1.0,3.0,1.0,3.0,3.0,0.0,,,
a40e080f,ITQ96_CENTERED,505.0,529,0.0,2.0,1.0,5.0,1.0,1.0,,,
a4996e51,SIGN96_CENTERED,,512,19.0,1.0,27.0,2.0,2.0,0.0,,,
a4996e51,ITQ96_CENTERED,101.0,512,6.0,1.0,8.0,2.0,2.0,0.0,,,
a4996e51,ITQ96_CENTERED,202.0,512,4.0,2.0,5.0,2.0,1.0,1.0,,,
a4996e51,ITQ96_CENTERED,303.0,512,6.0,1.0,8.0,3.0,2.0,1.0,,,
a4996e51,ITQ96_CENTERED,404.0,512,6.0,2.0,10.0,1.0,1.0,0.0,,,
a4996e51,ITQ96_CENTERED,505.0,512,2.0,1.0,8.0,1.0,1.0,0.0,,,
a82c026e,SIGN96_CENTERED,,476,24.0,1.0,26.0,1.0,1.0,0.0,,,
a82c026e,ITQ96_CENTERED,101.0,476,18.0,1.0,21.0,3.0,2.0,1.0,,,
a82c026e,ITQ96_CENTERED,202.0,476,17.0,1.0,21.0,1.0,1.0,0.0,,,
a82c026e,ITQ96_CENTERED,303.0,476,15.0,2.0,16.0,1.0,1.0,0.0,,,
a82c026e,ITQ96_CENTERED,404.0,476,20.0,1.0,21.0,3.0,2.0,1.0,,,
a82c026e,ITQ96_CENTERED,505.0,476,18.0,1.0,20.0,1.0,1.0,0.0,,,
a89d7624,SIGN96_CENTERED,,496,26.0,1.0,30.0,2.0,1.0,1.0,,,
a89d7624,ITQ96_CENTERED,101.0,496,21.0,1.0,22.0,2.0,2.0,0.0,,,
a89d7624,ITQ96_CENTERED,202.0,496,16.0,2.0,18.0,3.0,1.0,1.0,,,
a89d7624,ITQ96_CENTERED,303.0,496,19.0,1.0,24.0,1.0,1.0,0.0,,,
a89d7624,ITQ96_CENTERED,404.0,496,19.0,1.0,21.0,2.0,1.0,1.0,,,
a89d7624,ITQ96_CENTERED,505.0,496,19.0,2.0,21.0,1.0,1.0,0.0,,,
a96c20ee,SIGN96_CENTERED,,489,20.0,2.0,29.0,1.0,1.0,0.0,,,
a96c20ee,ITQ96_CENTERED,101.0,489,14.0,1.0,17.0,7.0,1.0,1.0,,,
a96c20ee,ITQ96_CENTERED,202.0,489,13.0,1.0,16.0,2.0,1.0,1.0,,,
a96c20ee,ITQ96_CENTERED,303.0,489,13.0,1.0,15.0,2.0,2.0,0.0,,,
a96c20ee,ITQ96_CENTERED,404.0,489,11.0,1.0,16.0,1.0,1.0,0.0,,,
a96c20ee,ITQ96_CENTERED,505.0,489,12.0,1.0,13.0,2.0,2.0,0.0,,,
a9f6b44c,SIGN96_CENTERED,,476,30.0,1.0,33.0,2.0,2.0,0.0,,,
a9f6b44c,ITQ96_CENTERED,101.0,476,26.0,1.0,28.0,3.0,2.0,1.0,,,
a9f6b44c,ITQ96_CENTERED,202.0,476,26.0,1.0,28.0,3.0,2.0,1.0,,,
a9f6b44c,ITQ96_CENTERED,303.0,476,21.0,1.0,25.0,1.0,1.0,0.0,,,
a9f6b44c,ITQ96_CENTERED,404.0,476,23.0,2.0,25.0,1.0,1.0,0.0,,,
a9f6b44c,ITQ96_CENTERED,505.0,476,24.0,1.0,27.0,2.0,1.0,1.0,,,
aae3761f,SIGN96_CENTERED,,485,18.0,1.0,23.0,1.0,1.0,0.0,,,
aae3761f,ITQ96_CENTERED,101.0,485,13.0,2.0,18.0,1.0,1.0,0.0,,,
aae3761f,ITQ96_CENTERED,202.0,485,15.0,1.0,21.0,1.0,1.0,0.0,,,
aae3761f,ITQ96_CENTERED,303.0,485,17.0,2.0,18.0,2.0,1.0,1.0,,,
aae3761f,ITQ96_CENTERED,404.0,485,15.0,1.0,16.0,2.0,2.0,0.0,,,
aae3761f,ITQ96_CENTERED,505.0,485,16.0,1.0,17.0,2.0,2.0,0.0,,,
ac031881,SIGN96_CENTERED,,529,18.0,1.0,25.0,1.0,1.0,0.0,,,
ac031881,ITQ96_CENTERED,101.0,529,4.0,2.0,5.0,1.0,1.0,0.0,,,
ac031881,ITQ96_CENTERED,202.0,529,3.0,1.0,6.0,3.0,2.0,1.0,,,
ac031881,ITQ96_CENTERED,303.0,529,5.0,1.0,7.0,1.0,1.0,0.0,,,
ac031881,ITQ96_CENTERED,404.0,529,8.0,1.0,11.0,2.0,1.0,1.0,,,
ac031881,ITQ96_CENTERED,505.0,529,5.0,2.0,7.0,1.0,1.0,0.0,,,
ad7109d1,SIGN96_CENTERED,,466,31.0,1.0,33.0,2.0,2.0,0.0,,,
ad7109d1,ITQ96_CENTERED,101.0,466,26.0,2.0,27.0,3.0,1.0,1.0,,,
ad7109d1,ITQ96_CENTERED,202.0,466,25.0,1.0,26.0,2.0,2.0,0.0,,,
ad7109d1,ITQ96_CENTERED,303.0,466,25.0,1.0,28.0,1.0,1.0,0.0,,,
ad7109d1,ITQ96_CENTERED,404.0,466,23.0,1.0,26.0,1.0,1.0,0.0,,,
ad7109d1,ITQ96_CENTERED,505.0,466,23.0,1.0,24.0,2.0,2.0,0.0,,,
af082822,SIGN96_CENTERED,,495,29.0,1.0,32.0,1.0,1.0,0.0,,,
af082822,ITQ96_CENTERED,101.0,495,10.0,1.0,12.0,2.0,2.0,0.0,,,
af082822,ITQ96_CENTERED,202.0,495,18.0,1.0,19.0,2.0,2.0,0.0,,,
af082822,ITQ96_CENTERED,303.0,495,15.0,2.0,17.0,1.0,1.0,0.0,,,
af082822,ITQ96_CENTERED,404.0,495,13.0,1.0,15.0,1.0,1.0,0.0,,,
af082822,ITQ96_CENTERED,505.0,495,13.0,2.0,14.0,1.0,1.0,0.0,,,
af8d2e46,SIGN96_CENTERED,,495,16.0,1.0,20.0,2.0,2.0,0.0,,,
af8d2e46,ITQ96_CENTERED,101.0,495,7.0,1.0,9.0,2.0,1.0,1.0,,,
af8d2e46,ITQ96_CENTERED,202.0,495,9.0,1.0,10.0,2.0,2.0,0.0,,,
af8d2e46,ITQ96_CENTERED,303.0,495,10.0,3.0,10.0,3.0,3.0,0.0,,,
