question_id,method,itq_seed,N_archive,unique_document_codes,unique_document_code_fraction,duplicate_code_fraction,largest_collision_bucket,query_exact_code_match_count,query_exact_code_match_fraction
129d1232,ITQ96_CENTERED,101.0,451,417.0,0.9246119733924612,0.07538802660753885,6,0.0,0.0
129d1232,ITQ96_CENTERED,202.0,451,420.0,0.9312638580931264,0.0687361419068736,4,0.0,0.0
129d1232,ITQ96_CENTERED,303.0,451,418.0,0.926829268292683,0.07317073170731703,5,0.0,0.0
129d1232,ITQ96_CENTERED,404.0,451,420.0,0.9312638580931264,0.0687361419068736,4,0.0,0.0
129d1232,ITQ96_CENTERED,505.0,451,423.0,0.9379157427937915,0.06208425720620847,5,0.0,0.0
1568498a,SIGN96_CENTERED,,478,476.0,0.99581589958159,0.004184100418409997,2,0.0,0.0
1568498a,ITQ96_CENTERED,101.0,478,409.0,0.8556485355648535,0.14435146443514646,7,0.0,0.0
1568498a,ITQ96_CENTERED,202.0,478,403.0,0.8430962343096234,0.15690376569037656,7,0.0,0.0
1568498a,ITQ96_CENTERED,303.0,478,413.0,0.8640167364016736,0.13598326359832635,7,0.0,0.0
1568498a,ITQ96_CENTERED,404.0,478,403.0,0.8430962343096234,0.15690376569037656,7,0.0,0.0
1568498a,ITQ96_CENTERED,505.0,478,408.0,0.8535564853556485,0.14644351464435146,7,0.0,0.0
15745da0,SIGN96_CENTERED,,474,472.0,0.9957805907172996,0.00421940928270037,2,0.0,0.0
15745da0,ITQ96_CENTERED,101.0,474,428.0,0.9029535864978903,0.09704641350210974,5,0.0,0.0
15745da0,ITQ96_CENTERED,202.0,474,425.0,0.8966244725738397,0.1033755274261603,4,0.0,0.0
15745da0,ITQ96_CENTERED,303.0,474,429.0,0.9050632911392406,0.09493670886075944,4,0.0,0.0
15745da0,ITQ96_CENTERED,404.0,474,429.0,0.9050632911392406,0.09493670886075944,4,0.0,0.0
15745da0,ITQ96_CENTERED,505.0,474,427.0,0.9008438818565401,0.09915611814345993,4,0.0,0.0
157a136e,SIGN96_CENTERED,,503,502.0,0.9980119284294234,0.001988071570576566,2,0.0,0.0
157a136e,ITQ96_CENTERED,101.0,503,435.0,0.8648111332007953,0.13518886679920472,6,0.0,0.0
157a136e,ITQ96_CENTERED,202.0,503,434.0,0.8628230616302187,0.1371769383697813,5,0.0,0.0
157a136e,ITQ96_CENTERED,303.0,503,446.0,0.8866799204771372,0.11332007952286283,5,0.0,0.0
157a136e,ITQ96_CENTERED,404.0,503,432.0,0.8588469184890656,0.14115308151093442,8,0.0,0.0
157a136e,ITQ96_CENTERED,505.0,503,431.0,0.856858846918489,0.14314115308151099,8,0.0,0.0
16c90bf4,SIGN96_CENTERED,,509,508.0,0.9980353634577603,0.0019646365422396617,2,0.0,0.0
16c90bf4,ITQ96_CENTERED,101.0,509,454.0,0.8919449901768173,0.10805500982318272,4,0.0,0.0
16c90bf4,ITQ96_CENTERED,202.0,509,456.0,0.8958742632612967,0.10412573673870329,6,0.0,0.0
16c90bf4,ITQ96_CENTERED,303.0,509,450.0,0.8840864440078585,0.11591355599214148,5,0.0,0.0
16c90bf4,ITQ96_CENTERED,404.0,509,450.0,0.8840864440078585,0.11591355599214148,5,0.0,0.0
16c90bf4,ITQ96_CENTERED,505.0,509,454.0,0.8919449901768173,0.10805500982318272,6,0.0,0.0
184da446,SIGN96_CENTERED,,473,468.0,0.9894291754756871,0.010570824524312905,3,0.0,0.0
184da446,ITQ96_CENTERED,101.0,473,428.0,0.904862579281184,0.09513742071881603,5,0.0,0.0
184da446,ITQ96_CENTERED,202.0,473,429.0,0.9069767441860465,0.09302325581395354,5,0.0,0.0
184da446,ITQ96_CENTERED,303.0,473,424.0,0.8964059196617337,0.10359408033826634,5,0.0,0.0
